,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
48,no,"Customer: Well I wanted to upgrade to a certain package but I am unsure how to do that, could you please assist me and let me know what package I would like to upgrade to?
TelCom Agent: James, wonderful! Here are two options.
(Please give specific details)
Customer: I'm in the east coast area. Do you think my plan could go to the Maxx package?
TelCom Agent: Great! I'll get you a new account information form and will send you a new account number and can answer any other questions you have regarding this new account.
Customer: Thanks on behalf of the",MN,135,area_code_408,no,no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0.10000000149011612,3.4000000953674316,0.8999999761581421,-0.30000001192092896,0.12499999068677425,0.4710360854118704,0.8099999570846563,-0.09000000715255752,0.1774999874085189,0.367380915993821
49,no,"Customer: I would like to upgrade my voice plan from voice 20.95 a month or text unlimited to voice all year long for $74.94.
TelCom Agent: Great. And how do you know that that's actually going to be what you're going to get?
Customer: Well, I've been getting 995 a month and I just want to know if I'm going to get 995 forever or if I'm going to get unlimited.
TelCom Agent: Great. And if you're staying with your existing plan and if you're not going to be upgrading. How much would you be willing to pay",NM,72,area_code_415,no,no,0,190.7,111,32.42,241.6,103,20.54,278.1,95,12.51,4.4,3,1.19,1,0.0,2.799999952316284,0.800000011920929,-0.4000000059604645,0.0857142869915281,0.4611432180592543,0.6400000190734865,-0.16000000476837162,0.1457142900569099,0.3161309561985656
50,no,,MA,81,area_code_510,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,,,,,,,,,,
51,no,,AK,173,area_code_510,no,no,0,172.5,78,29.33,142.6,91,12.12,102.0,63,4.59,10.9,2,2.94,0,,,,,,,,,,
52,no,"Customer: Well, I just want you to tell me if I would be getting anything better than I am right now.
TelCom Agent: Well Harold, I can't tell you that because I don't know what will happen. I have probably just made your life better in the next 6 months. So yes, we can probably recommend for you to upgrade to something.
Customer: Okay, thanks. So you would recommend that I upgrade my data service?
TelCom Agent: Sure, I can't tell you that just yet. I know that you are going to stay with me. Till you upgrade your service, we can offer",OH,83,area_code_510,no,no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0.0,3.4000000953674316,0.5,-0.6000000238418579,-0.02222222586472829,0.34889597474238754,0.25,-0.36000002861023006,-0.008888892465167652,0.16434682649527058
53,no,"Customer: I would like to upgrade my voice service to 4G.
TelCom Agent: I see, can I take a look at your account to see what the upgrade price is?
Customer: No, I don't have an account yet.
TelCom Agent: Sure thing Tony. I am going to go get my manager. He can help you with that.
Customer: That's fine. But I would like to move to 4G data.
TelCom Agent: Go ahead, that's fine. I will be back as soon as I can. I am going to go get my manager, he can help",WV,48,area_code_415,no,yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,0.0,3.9000000953674316,0.800000011920929,-0.699999988079071,0.09090909429571846,0.3871916274335469,0.6400000190734865,-0.4899999833106996,0.05636364061724058,0.25485371049086547
54,no,"Customer: I am looking to upgrade to data and I am looking for any plans with 4 or more GB of data.
TelCom Agent: Of course we have a great plan for you here with 1 GB of data for $40 a month. Would that be a good plan for you?
Customer: Absolutely awesome! Is there any way I can easily keep this data choice throughout the year?
TelCom Agent: Yes of course, it's easy to cancel your service anytime you like. You can do that right from your account. You have 24 hours to cancel your service and then we will send you a cancellation",NH,123,area_code_408,no,no,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,0.0,3.0999999046325684,0.8999999761581421,-0.6000000238418579,-0.03750000707805157,0.44141108821436964,0.8099999570846563,-0.36000002861023006,0.018749990314245207,0.3269723718024556
55,no,"Customer: Voice, text, data.
TelCom Agent: I see. Well, we're happy to help you and we have an option for you. What would you prefer TelCom to do?
Customer: To upgrade my contract, yes.
TelCom Agent: Great. What would you like to be named at the end of your current contract?
Customer: James.
TelCom Agent: James?
Customer: Yeah. James. Dunno. But should be ""James"".
TelCom Agent: James?
Customer: Yeah.
TelCom Agent: Okay. Well, if you would like to speak",OR,165,area_code_415,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,0.10000000149011612,4.300000190734863,0.8999999761581421,-0.30000001192092896,0.15882352914880304,0.30304110269944007,0.8099999570846563,-0.09000000715255752,0.10529411657768141,0.2353249933930702
56,no,,NC,118,area_code_408,yes,yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,,,,,,,,,,
57,no,"Customer: I'm interested in upgrading from data.
TelCom Agent: Thank you, well I have the technicians out there they will be able to assist you with this. Please come back later.
Customer: Yeah good luck. Bye David.
David had gone to an AT&T store in Santa Monica. They were very nice and helpful. He bought a new phone and they installed it. David was thrilled with the service. So what do you say, why not give TelCom another try? TelCom can be very helpful and there are quite a few discounts available. You really can't go wrong with upgrading your phone",WI,141,area_code_415,no,yes,33,168.4,127,28.63,185.1,106,15.73,220.0,78,9.9,11.0,4,2.97,2,0.4000000059604645,6.599999904632568,0.8999999761581421,-0.4000000059604645,0.4249999976406495,0.3960744849889678,0.8099999570846563,-0.16000000476837162,0.31083332819243287,0.332802694511971
58,no,,AZ,113,area_code_415,no,yes,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,,,,,,,,,,
59,no,"Customer: Um, I'll have to check the options up front.
TelCom Agent: Great. And can I remind you if you're on our trial or offer here, you can upgrade at any time for free.
Customer: I'd like to upgrade.
TelCom Agent: All right, that's great. I'll contact you when your upgrade is ready.
TelCom Agent: How long will it take for your upgrade to be ready?
Customer: Oh, definitely less than a day.
Customer: The plan that I got before was good for just an hour and a half of usage.",IN,60,area_code_408,no,no,0,220.6,57,37.5,211.1,115,17.94,249.0,129,11.21,6.8,3,1.84,1,0.0,4.900000095367432,0.800000011920929,-0.699999988079071,0.022222223381201427,0.5864730394549854,0.6400000190734865,-0.4899999833106996,0.08222222616275149,0.4201792779103452
60,yes,"Customer: My wife's sick, we want to start a family and I don't want to have people around who can't keep up. Please let me know if you can help
TelCom Agent: Well Brett, I was just going to tell you that we see more and more people like you, and a lot of them are coming from outside the country. I'm actually seeing a lot of people right here in the United States. We actually have a few people here at our center that are looking for a new provider. So please don't worry, and I hope to be able to help you as soon as possible.
Customer: Thank you very much. And thank you for your",ME,56,area_code_408,no,no,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,0.20000000298023224,3.5999999046325684,0.8999999761581421,-0.800000011920929,0.24285714008978435,0.5314592933307877,0.8099999570846563,-0.6400000190734865,0.1585714226535389,0.4413430325770304
61,no,"Customer: Voice.
TelCom Agent: Ok then, can you tell me what the current providers costs to upgrade you to VoIP?
Customer: Well, it depends on what you mean by VoIP. My question is at what current providers and prices do you offer this service?
TelCom Agent: Well, we offer 3 different tiers of service, normal, high speed and exceptionally high speed. These are provided at a nominal fee, depending on the level of service you qualify for. Currently all of our customers receive the standard service at an introductory pricing of $0.04 per minute and $",WI,62,area_code_415,no,no,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,0.0,1.0,0.10000000149011612,-0.30000001192092896,-0.08571428912026542,0.14568627711892934,0.010000000298023226,-0.09000000715255752,-0.025714287757873575,0.04100771777984281
62,no,"Customer: Voice
TelCom Agent: Okay, how many voice minutes would you like to upgrade to?
Customer: One.
TelCom Agent: Okay, thank you for that choice. How about the data? Do you want to upgrade to one of their data plans?
Customer: No, clear enough. and the phone number was 6655772677. And I would like to upgrade my service to the next level. I would like the next level of service to be the fastest possible data rate I can get for my plan.
TelCom Agent: Good day Mary, what is your name?
Mary: I'm",HI,169,area_code_415,no,no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0.0,2.5,0.6000000238418579,-0.5,-0.06363636187531731,0.2837179423006401,0.36000002861023006,-0.25,-0.01727272480726237,0.15172289437945555
63,no,"Customer: I'm interested in upgrading the voice on my phone, text, and data plan. I would like to go to 800 number and see if that would not be an upgrade value.
TelCom Agent: Sure, let me get you on hold for a moment and I'll take a look.
TelCom Agent: Okay, Ryan and the 800 number is 1-800-FRONTLINE.
TelCom Agent: Good evening Ryan. I'm here with a technician for you today, your new TelCom plan.
TelCom Agent: You're new TelCom plan?
TelCom Agent: The upgrade will be",WV,120,area_code_510,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,0.0,1.899999976158142,0.4000000059604645,-0.6000000238418579,0.02499999850988388,0.2947456614055299,0.16000000476837162,-0.36000002861023006,-0.005000002384185853,0.15033297354219663
64,no,"Customer: Well I would like to upgrade my current number to Vodafone number, text or data. I have been with TelCom for almost a year now and I think it is a great company to deal with. I am already using their internet service and wireless phone service.
TelCom Agent: Great! Great! Well you can send a reference number to them and they will be able to look it up and let you know what the upgrade would cost and when you would be able to get your upgrade. So what will it cost?
Customer: Yeah it would be between 15,000 and 25,000.
",MD,141,area_code_415,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,0.30000001192092896,4.099999904632568,0.8999999761581421,-0.20000000298023224,0.3374999901279807,0.48202047768288353,0.8099999570846563,-0.040000001192092904,0.32374998357147,0.38658559477946053
65,no,"Customer: Oh, I think I'm going to speak to your supervisor right away and we'll see what we can do.
TelCom Agent: Okay. So in your case, you want to upgrade your contract. How much would that cost?
Customer: Well, I think I want to upgrade to the first option, which is Unlimited. I was wondering if the data would be left on that option, or if there'd be a change to the amount of data.
TelCom Agent: Well, you'd have to go down to the sub-contractor to sort that out. But certainly in this case, this is",ID,67,area_code_510,no,yes,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,-0.10000000149011612,1.899999976158142,0.20000000298023224,-0.5,-0.15000000223517418,0.2236068002489797,0.040000001192092904,-0.25,-0.06250000149011614,0.09229707573506735
66,no,"Customer: Voice.
TelCom Agent: Great! I'll connect you up with a representative. Please be seated and wait for the agent to connect you to my help desk.
TelCom Agent: Hello Karen, thank you for contacting TelCom. I would be more than happy to help you with the upgrade.
Customer: I need to know if it's actually a simple or complicated upgrade.
TelCom Agent: Easy Karen.
TelCom Agent: I'd start by looking at the top of your bill to the last month of service to see if there are any terms or charges associated with the upgrade.
TelCom",IN,88,area_code_415,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,0.10000000149011612,3.5999999046325684,0.8999999761581421,-0.4000000059604645,0.11999999657273293,0.4044749653979782,0.8099999570846563,-0.16000000476837162,0.11799999412894258,0.28435188296667113
67,yes,"Customer: Well in a nutshell, I had to pay for what was a personal subscription, which had then a monthly cost of about £50, of which I was due to pay £20 within the next month.
Again, again, again...
TelCom Agent: Oh, that's not a problem. Why don't you give us a call and we'll sort everything out for you.
I would normally advise customers to seek advice at the point of disconnection, but as the reality is that most most customers are unlikely to be aware that they are effectively delinquent, the best course of action is to contact the telcom company. But I'm sorry, do you",MA,117,area_code_408,no,no,0,302.6,83,51.44,167.1,106,14.2,209.8,79,9.44,10.4,7,2.81,1,-0.5,2.799999952316284,0.0,-0.699999988079071,-0.5199999928474426,0.271293194579369,0.0,-0.4899999833106996,-0.3439999899864198,0.1955095830797934
